"CodUrl","CodProg","Url","CodTipoUrl","Extra","codTipoSo","Status","DataChecagem","StatusGoogle","DataChecagemUrlQuebrada"
214009,76540,https://redcyan3d.codeplex.com/releases/clickOnce/3D%20Generator.application,1,,,Erro,2021-01-05 22:03:43,"",2019-08-25
266657,88004,http://myinstants.com/,1,,,Erro,2021-01-05 22:03:01,"",2021-01-05
266866,87766,http://www.4an.com/play/arzea,1,,,Erro,2021-01-05 22:03:01,"",2019-07-12
266908,81398,http://tinywall.pados.hu/files/TinyWallInstaller.exe,1,,,Erro,2021-01-05 22:03:01,"",
266917,88071,http://shadypixel.webs.com/BombieZombie.zip,1,,,Erro,2021-01-05 22:03:01,"",2020-02-12
267021,87974,http://binarybakery.com/products/Windownaut.dmg,1,,,Erro,2021-01-05 22:03:01,"",2020-06-26
267039,88088,http://slide.ly/,1,,,Erro,2021-01-05 22:03:01,"",2021-01-05
267065,88107,http://sejda.com/,1,,,Erro,2021-01-05 22:03:01,"",2021-01-04
267331,88204,http://www.plug.dj/,1,,,Erro,2021-01-05 22:03:00,"",2020-11-27
267335,78674,http://www.antiprotecao.com.br/,1,,,Erro,2021-01-05 22:03:00,"",2021-01-05
267916,47497,http://www.lp23.com/files/Remote%20Authority%20v1.16.exe,1,,,Erro,2021-01-05 22:03:00,"",
267990,88402,http://www.doublefine.com/games/my_game_about_me,1,,,Erro,2021-01-05 22:03:00,"",2020-01-13
268092,67956,http://bloo7.com/downloads/com.bloo7.watchmac/1640/Watchmac%201.6.4.zip,1,,,Erro,2021-01-05 22:03:00,"",2020-02-03
268224,87515,http://www.systemsecurityguard.com/download2i.php,1,,,Erro,2021-01-05 22:03:00,"",2020-04-17
268338,88507,http://garnetgames.com/PuzzleMoppetTrial.tar.gz,1,,,Erro,2021-01-05 22:03:00,"",2020-10-25
268370,71723,http://isunshut.codeplex.com/releases/46535/download/156097,1,,,Erro,2021-01-05 22:03:00,"",2020-05-25
268428,86828,http://www.newstarsoccer.com/nssmobile.php,1,,,Erro,2021-01-05 22:03:00,"",2020-10-07
268948,75778,http://www.ortisoft.de/resources/AccessMenuBarApps2.4.dmg,1,,,Erro,2021-01-05 22:03:00,"",
268980,88669,http://www.manualslib.com/,1,,,Erro,2021-01-05 22:03:00,"",2020-12-21
269023,88709,http://www.doublefine.com/games/extreme_fighter/,1,,,Erro,2021-01-05 22:03:00,"",
269112,88731,http://www.popbuzz.me/,1,,,Erro,2021-01-05 22:03:00,"",
269144,88741,http://killkeys.googlecode.com/files/KillKeys-1.2.exe,1,,,Erro,2021-01-05 22:03:00,"",2020-07-27
269151,88744,http://www.geeks3d.com/20120418/fluidmark-1-5-0-physx-benchmark-updated-with-geforce-gtx-680-support/,1,,,Erro,2021-01-05 22:03:00,"",2020-04-12
269397,88506,http://garnetgames.com/PuzzleMoppetTrial.dmg,1,,,Erro,2021-01-05 22:03:00,"",2020-02-12
269426,88820,http://redcyan3d.codeplex.com/,1,,,Erro,2021-01-05 22:03:00,"",2020-09-26
269441,88827,http://www.issimple.co/app/CamPaint.exe,1,,,Erro,2021-01-05 22:03:00,"",2020-08-07
269457,88834,http://www.hypercargames.com/game/precision-parking/,1,,,Erro,2021-01-05 22:03:00,"",2020-02-27
269535,35013,http://www.volkoaudio.com/download_volko_baglama_demo.php,1,,,Erro,2021-01-05 22:03:00,"",2019-11-16
269612,88865,http://www.firstcovers.com/maker/flash.html,1,,,Erro,2021-01-05 22:03:00,"",2019-11-06
269633,88875,http://gfox.bplaced.net/sites/default/files/projects/imagetyper/imagetyper.exe,1,,,Erro,2021-01-05 22:03:00,"",2019-10-02
269635,66528,http://af-download.avg.com/filedir/inst/avg_lsm_stf_all_2012_1806.dmg,1,,,Erro,2021-01-05 22:03:00,"",
269641,79671,http://radicalbreeze.com/dbmac/DiscBlaze6.dmg,1,,,Erro,2021-01-05 22:03:00,"",
269699,79933,http://www.4dots-software.com/downloads/FreeFileUnlockerSetup.exe,1,,,Erro,2021-01-05 22:02:59,"",
269706,55907,http://downloads.shinywhitebox.com/Stomp_1.28.0.dmg,1,,,Erro,2021-01-05 22:02:59,"",2019-11-13
269722,88895,http://www.jukeboxprint.com/editor/business_cards.php,1,,,Erro,2021-01-05 22:02:59,"",2020-10-09
269764,51643,http://www.ebuddy.com/,1,,,Erro,2021-01-05 22:02:59,"",2021-01-05
269925,88962,http://www.piratehearts.com/TheGame_Install_2012-06-07_21-25.exe,1,,,Erro,2021-01-05 22:02:59,"",2020-05-22
269934,88965,http://www.magictown.com/,1,,,Erro,2021-01-05 22:02:59,"",2020-03-24
269954,88969,http://www.doublefine.com/games/host_master,1,,,Erro,2021-01-05 22:02:59,"",2020-03-04
269966,88973,http://www.yugiohcardmaker.net/,1,,,Erro,2021-01-05 22:02:59,"",2020-12-17
269969,88975,http://www.expothemes.com/server01/2012/06/ice=age-cd-theme.zip,1,,,Erro,2021-01-05 22:02:59,"",
270155,78910,http://shauninman.com/assets/downloads/Day-O.zip,1,,,Erro,2021-01-05 22:02:59,"",2020-07-24
270162,76256,http://www.zokali.com/downloads/downloader.php?id=2,1,,,Erro,2021-01-05 22:02:59,"",2020-06-05
270191,89032,http://www.codecademy.com/pt#!/exercises/0,1,,,Erro,2021-01-05 22:02:59,"",2020-09-16
270316,83792,http://www.mirekusoft.com/LinkClick.aspx?fileticket=nqz4HjMkJpY%3d&tabid=82&mid=455,1,,,Erro,2021-01-05 22:02:59,"",2020-08-05
270391,89101,http://www.yodiz.com/,1,,,Erro,2021-01-05 22:02:59,"",2020-01-28
270446,89122,http://software.addpcs.com/get.php?dl=23,1,,,Erro,2021-01-05 22:02:59,"",2019-09-11
270564,89172,http://www.crystalaep.com/crystal_aep_installer_1_0.exe,1,,,Erro,2021-01-05 22:02:59,"",2019-10-13
270614,72060,http://ontouml.googlecode.com/files/OntoUMLEditor1.2.0.win32.win32.x86.zip,1,,,Erro,2021-01-05 22:02:59,"",2020-06-13
270677,89203,http://game.kingdomsccg.com/dotcom/index.php,1,,,Erro,2021-01-05 22:02:59,"",2020-05-16
270717,44472,http://netprofiles.googlecode.com/files/NetProfilesSetup_2-1-8.exe,1,,,Erro,2021-01-05 22:02:59,"",2020-02-21
270722,68700,http://download.plop.at/files/bootmngr/plpbt-5.0.14.zip,1,,,Erro,2021-01-05 22:02:59,"",
270752,89222,http://www.animetheme.com/sidebar/at_systemanimator_v6100.zip,1,,,Erro,2021-01-05 22:02:59,"",2020-04-30
270929,89269,http://www.addictinggames.com/puzzle-games/liquid-game.jsp,1,,,Erro,2021-01-05 22:02:59,"",
270954,89277,http://www.gamesforwork.com/games/play-20305-Plasmatron_Evolution-Flash_Game,1,,,Erro,2021-01-05 22:02:59,"",
270969,89278,http://decora.me/,1,,,Erro,2021-01-05 22:02:59,"",2020-08-07
271008,89296,http://www.suisoft.co.uk/starfire/StarfireAresAssaultOSX101.zip,1,,,Erro,2021-01-05 22:02:59,"",2020-03-18
271108,89338,http://media.gtanet.com/gtagarage/files/16346/Pimp_my_Car_final.zip?st=yyN_M9KbYcT5OOvxW9G4Kw&e=1341833407,1,,,Erro,2021-01-05 22:02:59,"",
271316,74683,http://activitymonitor.codeplex.com/releases/63353/download/221791,1,,,Erro,2021-01-05 22:02:59,"",
271337,89381,http://www.realore.com/games-online/ageofjapanonline/,1,,,Erro,2021-01-05 22:02:59,"",2020-05-13
271340,89383,http://www.zippyshare.com/,1,,,Erro,2021-01-05 22:02:58,"",
271527,51779,http://duplifinder.codeplex.com/releases/view/13728#DownloadId=35335,1,,,Erro,2021-01-05 22:02:58,"",
271655,41350,http://www.vcsoftwares.com/ImRe.exe,1,,,Erro,2021-01-05 22:02:58,"",
271939,89504,http://www.flashfooty.com/igre/pf2/pf2.php,1,,,Erro,2021-01-05 22:02:58,"",2020-12-30
271962,89564,http://icons2.iconarchive.com/icons/milosz-wlazlo/boomy/Boomy.zip,1,,,Erro,2021-01-05 22:02:58,"",2020-03-15
272088,89530,http://www.sploder.com/games/members/piggystudios/play/angry-pigs/,1,,,Erro,2021-01-05 22:02:58,"",2018-09-14
272121,70200,http://downloads.elegantchaos.com/neu/neu-v1.2.1.zip,1,,,Erro,2021-01-05 22:02:58,"",2020-01-28
272123,65190,http://pt.jimdo.com/,1,,,Erro,2021-01-05 22:02:58,"",2020-11-30
272151,89610,http://limpa2k.googlecode.com/files/Limpa2k_0.1.exe,1,,,Erro,2021-01-05 22:02:58,"",2018-09-17
272170,89618,http://cache.armorgames.com/files/games/sieger-6833.swf,1,,,Erro,2021-01-05 22:02:58,"",2020-01-30
272192,89633,http://www.keepcalm-o-matic.co.uk/#create,1,,,Erro,2021-01-05 22:02:58,"",2020-10-30
272315,89659,http://movie-renamer.googlecode.com/files/Movie%20Renamer-1.3.0_Alpha.jar,1,,,Erro,2021-01-05 22:02:58,"",2020-01-31
272316,89657,http://movie-renamer.googlecode.com/files/Movie%20Renamer-1.3.0_Alpha.jar,1,,,Erro,2021-01-05 22:02:58,"",2020-01-31
272317,89660,http://movie-renamer.googlecode.com/files/Movie%20Renamer-1.3.0_Alpha.jar,1,,,Erro,2021-01-05 22:02:58,"",2020-01-31
272357,76527,http://www.blackcatsystems.com/download/DietSleuthOSX.zip,1,,,Erro,2021-01-05 22:02:58,"",2019-08-08
272373,71689,http://www.zu3d.com/download,1,,,Erro,2021-01-05 22:02:58,"",2020-03-04
272542,89730,http://www.littletinbox.co.uk/downloads/MultiPaper.html,1,,,Erro,2021-01-05 22:02:58,"",2019-11-10
272619,89750,http://www.fliptic.com/monstercastle.html,1,,,Erro,2021-01-05 22:02:58,"",2020-09-19
272961,80314,http://rbsoft.weebly.com/uploads/4/8/3/7/4837537/right_click_enhancer.exe,1,,,Erro,2021-01-05 22:02:57,"",2020-12-21
272966,89802,http://www.inkagames.com/flash_games/megaupload_kim_dotcom_prison_break.html,1,,,Erro,2021-01-05 22:02:57,"",2020-04-18
273002,89823,http://statuscake.com/Signup.php,1,,,Erro,2021-01-05 22:02:57,"",2020-02-12
273119,64332,http://www.red-sweater.com/flextime/FlexTime1.2.6.zip,1,,,Erro,2021-01-05 22:02:57,"",2019-11-12
273135,58045,http://www.photovisi.com/,1,,,Erro,2021-01-05 22:02:57,"",2020-11-25
273210,89886,http://flashgamedistribution.com/game/Terror-na-Favela,1,,,Erro,2021-01-05 22:02:57,"",2020-12-31
273442,89935,http://malodos.googlecode.com/files/MALODOS-1.3.exe,1,,,Erro,2021-01-05 22:02:57,"",2020-05-25
273457,60473,http://www.sharefirereader.com/bin/ShareFire1-9.air,1,,,Erro,2021-01-05 22:02:57,"",
273479,33820,http://www.pcphonehome.com/pad/MacPH.sit,1,,,Erro,2021-01-05 22:02:57,"",2018-09-13
273804,57794,http://xld.googlecode.com/files/xld-gui-20110417.tar.bz2,1,,,Erro,2021-01-05 22:02:57,"",2020-06-24
273817,90026,http://www.ribbet.com/app/#/home/welcome,1,,,Erro,2021-01-05 22:02:57,"",2020-09-22
273969,76242,http://downloads-mac.jaksta.com/Jaksta.dmg,1,,,Erro,2021-01-05 22:02:57,"",
273970,57164,http://www.omnigroup.com/download/latest/omniweb,1,,,Erro,2021-01-05 22:02:57,"",2019-12-28
274049,90106,http://web.ttsnetwork.net/icecube/pages/login.jsp?error=3,1,,,Erro,2021-01-05 22:02:57,"",2020-10-24
274064,90097,http://www.quickiqtest.net/portuguese/firstqpt.php,1,,,Erro,2021-01-05 22:02:57,"",2020-01-05
